0,1.19,22,0.667716533
3,0.13333,22.126,0.667716533
0,0,24.262,0.662842147
0,0,26.398,0.662842147
14,0,27.776,0.662842147
9,0.0033333,22.218,0.627034143
3,0,28.97,0.627034143
7,0.023333,23.412,0.627034143
16,2.07,28.281,0.627034143
6,0,33.15,0.636220467
3,0,33.976,0.636220467
14,0,32.736,0.63284589
43,0,28.878,0.612598427
37,0,27.087,0.612598427
65,0,26.535,0.59028871
120,0,29.153,0.59028871
175,0,31.772,0.969591278
33,0,26.443,0.632283443
85,0.15667,25.571,0.6769029
83,1.0433,24.698,0.6769029
0,0.13333,23.825,0.656093003
133,0.0066667,22.953,0.628346473
18,0.87,22.08,0.630971139
173,1.6233,21.207,0.646719133
54,0,20.334,0.646719133
127,0.07,21.931,0.596850367
66,3.7833,23.527,0.596850367
123,0.14333,25.123,0.545294333
71,0.07,26.719,0.52467192
0,0,30.119,0.579265093
115,6.6433,27.225,0.661154853
76,0.35333,24.331,0.653280839
50,0,21.437,0.59816274
59,0,20.404,0.59816274
48,0.033333,19.371,0.639407569
46,0.30667,20.748,0.6559055
41,3.0233,22.126,0.560667397
41,0.04,22.792,0.48923882
35,0,23.458,0.524109471
33,0.83,20.059,0.6112861
22,0.06,23.228,0.6112861
0,0,22.401,0.6152231
39,0.7,22.264,0.6152231
22,0.10667,22.677,0.638470186
16,0.033333,24.193,0.6559055
0,1.2467,24.438,0.660936124
39,0.48,24.683,0.686089247
23,0.99333,24.928,0.686089247
11,0.39667,25.173,0.699212583
13,0,25.418,0.699212583
28,0,25.663,0.702024738
13,0,23.044,0.7031496
